Company,Date,Close/Last,Volume,Open,High,Low
NFLX,2015-03-11,62.8843,16350367,62.24,63.9406,62.24
NFLX,2015-03-10,62.1514,17930974,63.0157,63.3514,61.9828
NFLX,2015-03-09,63.6614,18961011,64.99,65.0928,62.8286
NFLX,2015-03-06,64.8743,12875391,66.6428,66.9259,64.8443
NFLX,2015-03-05,66.8071,11246266,67.4286,67.4642,66.42
NFLX,2015-03-04,67.11,17451082,67.53,67.9257,66.1828
NFLX,2015-03-03,67.8157,7422732,68.3443,68.4564,67.5071
NFLX,2015-03-02,68.6071,10180971,67.7143,68.6071,67.2343
NFLX,2015-02-27,67.8443,11488424,69.0814,69.4286,67.8186
NFLX,2015-02-26,69.0043,10842926,68.6257,69.4998,68.43
NFLX,2015-02-25,68.3328,6855970,67.8071,68.7943,67.8071
NFLX,2015-02-24,67.84,6071438,67.3728,68.0835,67.3557
NFLX,2015-02-23,67.4057,9007995,68.3,68.3143,67.1428
NFLX,2015-02-20,68.3143,9406218,67.95,68.3744,67.6371
NFLX,2015-02-19,67.8,10435120,67.8571,68.7143,67.5743
NFLX,2015-02-18,67.8657,10309456,67.0228,68.07,66.6457
NFLX,2015-02-17,67.1371,11159025,66.5157,67.3714,65.9443
NFLX,2015-02-13,66.5857,12947512,65.4286,66.63,65.4228
NFLX,2015-02-12,65.2471,8471438,65.0586,65.6071,64.4514
NFLX,2015-02-11,64.9843,13921331,64.83,66.1414,64.5571
NFLX,2015-02-10,64.85,15408839,63.46,65.1577,63.1014
NFLX,2015-02-09,63.295,8177164,63.1986,63.7857,62.6371
NFLX,2015-02-06,63.48,8891011,64.25,64.4286,63.1757
NFLX,2015-02-05,64.13,14216262,64.5414,65.1386,63.6657
NFLX,2015-02-04,64.1014,12424115,65.0414,65.1743,63.8893
NFLX,2015-02-03,65.2743,16415621,63.32,65.4671,62.73
NFLX,2015-02-02,63.0093,12986607,62.8428,63.4286,61.9557
NFLX,2015-01-30,63.1143,13208227,63.1328,63.9843,62.6557
NFLX,2015-01-29,63.4,15116309,63.2043,63.9271,62.5
NFLX,2015-01-28,63.2086,24485475,64.7414,64.8214,63.0814
NFLX,2015-01-27,64.8814,24585673,63.0871,65.34,63.05
NFLX,2015-01-26,63.7943,21250620,62.5714,63.8986,61.9571
NFLX,2015-01-23,62.4936,26763437,60.9886,62.7428,60.8814
NFLX,2015-01-22,61.2057,33276323,58.5714,61.3743,57.8286
NFLX,2015-01-21,58.4686,66857545,59.2343,59.24,57.41
NFLX,2015-01-20,49.8286,38322981,48.5714,50.0,47.7143
NFLX,2015-01-16,48.1914,19689956,46.8571,48.25,46.3814
NFLX,2015-01-15,46.2514,11674072,46.5471,46.7857,45.8443
NFLX,2015-01-14,46.32,19878095,47.0714,47.37,45.68
NFLX,2015-01-13,46.2557,18725580,46.0214,47.0482,45.9
NFLX,2015-01-12,45.5471,12940624,47.09,47.1986,45.2643
NFLX,2015-01-09,47.0414,9574337,47.6314,48.02,46.8986
NFLX,2015-01-08,47.7793,9622448,47.12,47.8357,46.4786
NFLX,2015-01-07,46.7428,9832490,47.3471,47.4214,46.2714
NFLX,2015-01-06,46.5014,15984680,47.3471,47.64,45.6614
NFLX,2015-01-05,47.3114,18107696,49.2586,49.2586,47.1472
NFLX,2015-01-02,49.8486,13322173,49.1514,50.3314,48.7314
NFLX,2014-12-31,48.8014,8582717,49.0328,49.3914,48.7871
NFLX,2014-12-30,49.0328,7007541,48.7143,49.14,48.5388
NFLX,2014-12-29,48.8471,8589290,47.97,49.1043,47.6528
NFLX,2014-12-26,48.5786,8843278,48.8443,49.4842,48.5343
NFLX,2014-12-24,48.8714,5412409,48.0728,49.07,47.9986
NFLX,2014-12-23,48.0614,8307966,48.2871,48.4279,47.4728
NFLX,2014-12-22,48.0971,8002584,48.5428,49.24,47.7486
NFLX,2014-12-19,48.5886,14943149,47.9,48.72,47.6214
NFLX,2014-12-18,47.7743,15621387,48.4,48.9286,47.2328
NFLX,2014-12-17,47.6643,20182574,45.3757,47.8671,45.0772
NFLX,2014-12-16,45.2057,16964491,46.4271,47.07,45.1428
NFLX,2014-12-15,46.72,12020243,48.0557,48.4186,46.6186
NFLX,2014-12-12,47.7828,13562938,47.4171,48.3228,46.98
NFLX,2014-12-11,47.8043,11769419,48.0128,48.7,47.6557
NFLX,2014-12-10,47.76,12662332,49.0214,49.2471,47.6657
NFLX,2014-12-09,49.1114,17989102,47.82,49.3371,47.0028
